Date,RELIANCE.NS,HDFCBANK.NS,TCS.NS,INFY.NS,^NSEI
2024-01-31,3076.07,1983.71,4298.93,1603.23,24931.29
2024-02-01,3080.34,1997.48,4335.31,1604.25,24778.99
2024-02-02,3100.21,2052.89,4435.02,1625.39,25025.27
2024-02-05,3014.45,2049.98,4343.51,1610.58,24662.14
2024-02-06,3020.71,2088.57,4399.65,1649.64,24861.24
2024-02-07,3069.9,2093.2,4409.96,1646.37,24941.75
2024-02-08,3059.33,2061.96,4405.03,1659.0,24923.41
2024-02-09,3010.39,2051.49,4423.94,1649.25,24821.75
2024-02-12,3007.08,2061.56,4493.77,1663.35,24728.49
2024-02-13,3019.12,2015.71,4421.99,1646.61,24466.29
2024-02-14,2976.75,2020.08,4433.43,1651.76,23883.54
2024-02-15,2967.02,2027.67,4507.31,1661.71,24094.68
2024-02-16,2983.85,2024.21,4557.69,1663.4,24121.53
2024-02-19,2911.17,2043.68,4596.2,1682.44,24181.16
2024-02-20,2896.08,2047.09,4762.92,1734.92,24342.97
2024-02-21,2929.69,2051.9,4778.66,1749.39,24397.91
2024-02-22,2935.98,2035.02,4628.33,1697.75,24258.28
2024-02-23,2909.31,2077.16,4595.22,1694.35,24343.2
2024-02-26,2892.19,2064.96,4663.85,1686.34,24344.12
2024-02-27,2918.55,2083.63,4635.58,1696.89,24482.2
2024-02-28,2896.37,2074.09,4654.96,1717.37,24484.68
2024-02-29,2810.13,2013.12,4610.81,1695.46,24084.65
2024-03-01,2813.5,2020.94,4662.37,1716.45,24041.02
2024-03-04,2848.96,2058.37,4655.91,1712.77,24246.67
2024-03-05,2851.44,2056.74,4624.21,1694.71,24082.46
2024-03-06,2844.25,2045.08,4628.54,1693.23,23959.44
2024-03-07,2890.57,2043.31,4458.73,1650.73,23835.28
2024-03-08,2899.65,2036.32,4407.97,1633.41,23827.23
2024-03-11,2870.57,2034.62,4373.85,1622.66,23721.98
2024-03-12,3009.56,2073.16,4462.77,1652.07,24072.33
2024-03-13,3078.91,2027.57,4588.84,1682.15,24099.29
2024-03-14,3029.95,2040.24,4576.36,1685.69,24256.98
2024-03-15,3010.28,2034.34,4563.92,1650.99,24204.03
2024-03-18,2888.37,1978.95,4573.65,1614.86,23576.65
2024-03-19,2824.12,1958.6,4401.91,1563.88,23104.01
2024-03-20,2823.93,1964.73,4390.73,1570.52,23111.1
2024-03-21,2873.19,1926.95,4360.12,1603.19,23155.0
2024-03-22,2885.89,1925.3,4426.41,1628.68,23232.68
2024-03-25,2899.49,1919.2,4449.24,1643.93,23345.15
2024-03-26,2920.26,1881.36,4320.57,1599.36,23183.72
2024-03-27,2884.6,1878.44,4282.85,1579.39,23012.89
2024-03-28,2880.48,1887.45,4304.65,1589.73,23129.31
2024-03-29,2903.58,1879.53,4267.1,1570.28,23066.33
2024-04-01,2879.05,1831.72,4294.78,1587.79,22932.04
2024-04-02,2925.98,1858.8,4329.97,1604.98,23140.08
2024-04-03,2808.84,1814.11,4340.42,1614.61,22785.76
2024-04-04,2760.95,1827.6,4302.46,1604.22,22636.74
2024-04-05,2695.17,1806.24,4398.36,1629.35,22712.33
2024-04-08,2719.13,1806.95,4409.93,1658.65,22842.54
2024-04-09,2593.7,1775.36,4320.33,1623.41,22353.83
2024-04-10,2579.0,1778.6,4337.48,1615.42,22308.9
2024-04-11,2590.52,1771.23,4338.4,1644.65,22465.0
2024-04-12,2538.5,1752.87,4294.99,1628.12,22565.5
2024-04-15,2545.7,1764.63,4299.86,1647.92,22691.69
2024-04-16,2535.24,1777.93,4257.29,1639.89,22630.68
2024-04-17,2510.06,1790.84,4133.96,1580.76,22505.14
2024-04-18,2476.03,1749.51,4083.04,1548.97,22362.69
2024-04-19,2508.78,1754.44,4068.74,1551.89,22486.92
2024-04-22,2579.99,1752.44,4013.29,1571.99,22497.65
2024-04-23,2617.18,1712.13,4029.88,1588.97,22781.06
2024-04-24,2622.87,1726.94,4099.12,1623.22,23028.49
2024-04-25,2655.01,1738.76,4100.73,1613.74,23191.2
2024-04-26,2656.1,1751.9,4097.19,1612.54,23299.81
2024-04-29,2728.29,1781.36,4084.82,1603.99,23548.44
2024-04-30,2777.72,1794.45,4024.13,1610.7,23566.9
2024-05-01,2760.45,1794.58,3975.66,1588.56,23412.47
2024-05-02,2742.08,1760.01,3893.51,1546.09,23047.5
2024-05-03,2762.89,1761.04,3943.63,1533.4,23161.25
2024-05-06,2776.1,1768.94,4005.48,1551.33,23280.35
2024-05-07,2794.75,1769.88,4021.96,1535.86,23286.92
2024-05-08,2821.37,1793.33,4025.38,1534.17,23431.11
2024-05-09,2841.04,1809.3,4083.64,1554.59,23694.59
2024-05-10,2801.5,1827.26,4151.84,1541.33,23783.97
2024-05-13,2803.04,1872.4,4164.68,1553.32,24002.48
2024-05-14,2713.76,1864.3,4179.69,1533.71,23613.06
2024-05-15,2715.49,1878.61,4256.6,1539.02,23766.11
2024-05-16,2785.1,1908.46,4212.1,1562.02,23839.66
2024-05-17,2842.43,1835.49,4275.78,1549.09,23593.87
2024-05-20,2741.23,1796.7,4170.97,1509.07,23298.12
2024-05-21,2828.35,1802.4,4159.23,1484.27,23327.08
2024-05-22,2750.27,1740.64,4190.5,1432.98,22512.77
2024-05-23,2799.31,1687.93,4290.32,1494.31,22690.08
2024-05-24,2671.12,1676.04,4272.4,1523.39,22584.61
2024-05-27,2501.86,1590.17,4069.85,1475.79,21617.85
2024-05-28,2545.35,1541.98,4106.39,1470.07,21311.28
2024-05-29,2582.67,1578.46,4265.55,1443.86,21731.64
2024-05-30,2635.72,1603.3,4350.61,1455.6,21866.1
2024-05-31,2659.12,1644.09,4586.69,1542.59,22186.44
2024-06-03,2505.13,1624.78,4613.87,1511.09,21994.12
2024-06-04,2405.61,1650.07,4480.73,1451.57,21669.04
2024-06-05,2486.57,1801.57,4468.88,1485.19,22248.42
2024-06-06,2479.29,1815.73,4486.57,1482.86,22285.46
2024-06-07,2474.09,1822.84,4443.04,1460.22,22173.76
2024-06-10,2448.32,1789.83,4379.23,1442.84,21988.49
2024-06-11,2429.14,1791.97,4624.94,1519.33,22112.01
2024-06-12,2381.59,1802.73,4666.67,1535.73,22083.74
2024-06-13,2380.34,1818.54,4666.21,1527.13,22071.85
2024-06-14,2409.74,1790.68,4610.1,1522.89,22055.6
2024-06-17,2393.48,1764.18,4619.42,1511.08,21856.16
2024-06-18,2411.34,1782.62,4620.7,1504.13,22034.36
2024-06-19,2441.39,1821.2,4680.58,1523.68,22165.65
2024-06-20,2381.42,1795.43,4591.62,1491.55,21887.98
2024-06-21,2396.78,1784.33,4593.2,1477.51,21873.11
2024-06-24,2443.06,1819.72,4650.13,1514.08,21950.67
2024-06-25,2427.62,1792.71,4565.42,1496.0,21657.95
2024-06-26,2470.95,1848.48,4663.8,1516.17,21845.03
2024-06-27,2451.08,1769.85,4702.26,1512.79,21557.44
2024-06-28,2511.91,1765.94,4762.34,1562.53,21745.63
2024-07-01,2496.53,1793.93,4736.08,1552.53,21496.31
2024-07-02,2536.96,1825.66,4721.3,1505.62,21440.67
2024-07-03,2576.07,1831.32,4763.48,1512.93,21520.01
2024-07-04,2604.74,1834.02,4796.97,1499.4,21640.7
2024-07-05,2565.18,1775.33,4754.42,1479.31,21300.56
2024-07-08,2589.72,1781.85,4755.52,1486.82,21322.25
2024-07-09,2668.89,1804.42,4804.06,1501.06,21680.04
2024-07-10,2599.68,1796.23,4712.0,1481.1,21400.55
2024-07-11,2612.89,1777.11,4591.5,1445.62,21280.42
2024-07-12,2607.88,1820.04,4595.36,1457.4,21369.57
2024-07-15,2588.98,1831.5,4674.51,1475.35,21425.01
2024-07-16,2572.03,1824.63,4714.41,1442.23,21508.23
2024-07-17,2618.93,1831.77,4603.9,1443.57,21487.88
2024-07-18,2610.29,1789.85,4592.26,1422.86,21500.35
2024-07-19,2631.97,1781.07,4412.11,1389.9,21381.34
2024-07-22,2685.26,1765.6,4451.03,1411.13,21558.2
2024-07-23,2704.04,1798.06,4438.94,1402.16,21697.52
2024-07-24,2692.17,1747.28,4376.14,1411.53,21454.14
2024-07-25,2743.39,1758.67,4480.61,1438.73,21539.78
2024-07-26,2750.15,1763.42,4424.49,1424.66,21361.97
2024-07-29,2731.27,1765.03,4483.92,1433.08,21386.81
2024-07-30,3052.19,1867.03,4602.72,1477.92,22434.58
2024-07-31,3074.31,1811.65,4654.6,1493.15,22475.47
2024-08-01,3154.79,1840.0,4592.08,1483.46,22595.33
2024-08-02,3122.47,1804.98,4518.59,1452.41,22402.66
2024-08-05,3209.51,1870.18,4575.14,1483.85,22791.81
2024-08-06,3205.03,1841.21,4540.81,1473.65,22501.78
2024-08-07,3265.84,1897.3,4623.59,1466.55,22938.92
2024-08-08,3204.53,1895.31,4752.75,1514.52,23000.36
2024-08-09,3245.08,1901.32,4776.44,1542.77,23094.75
2024-08-12,3269.41,1889.52,4647.22,1516.5,22927.52
2024-08-13,3327.98,1906.74,4607.59,1512.51,23004.62
2024-08-14,3432.55,1949.89,4696.51,1567.25,23349.68
2024-08-15,3441.12,1928.14,4654.2,1546.34,23174.77
2024-08-16,3493.24,1951.55,4699.61,1556.5,23361.18
2024-08-19,3415.14,2002.96,4683.16,1546.42,23349.99
2024-08-20,3327.03,1998.23,4705.91,1528.77,23167.65
2024-08-21,3265.7,1970.42,4748.92,1542.98,23017.14
2024-08-22,3167.94,1951.98,4773.01,1510.13,22589.23
2024-08-23,3176.3,1982.26,4771.98,1499.9,22779.62
2024-08-26,3176.82,1901.05,4714.56,1476.76,22401.87
2024-08-27,3252.86,1917.36,4757.19,1507.62,22766.43
2024-08-28,3228.74,1887.52,4610.6,1467.77,22468.13
2024-08-29,3260.28,1863.78,4617.76,1484.08,22520.08
2024-08-30,3261.86,1897.35,4625.2,1489.5,22699.96
2024-09-02,3277.38,1922.64,4602.94,1470.49,22638.42
2024-09-03,3258.51,1900.68,4621.26,1452.09,22516.35
2024-09-04,3238.15,1884.72,4628.02,1454.98,22450.61
2024-09-05,3203.7,1885.36,4646.15,1454.53,22468.42
2024-09-06,3188.41,1879.03,4692.24,1480.98,22616.34
2024-09-09,3181.12,1883.55,4745.94,1500.89,22665.15
2024-09-10,3195.06,1872.12,4708.21,1491.91,22539.94
2024-09-11,3185.0,1871.5,4695.95,1517.07,22646.41
2024-09-12,3252.67,1869.96,4642.81,1502.38,22656.98
2024-09-13,3277.99,1865.26,4631.11,1475.95,22658.9
2024-09-16,3251.47,1828.15,4601.02,1465.21,22262.79
2024-09-17,3366.37,1840.6,4598.11,1447.24,22482.96
2024-09-18,3329.59,1831.67,4537.48,1420.19,22338.35
2024-09-19,3400.25,1850.06,4546.32,1406.15,22357.32
2024-09-20,3359.31,1807.62,4601.93,1418.69,22219.58
2024-09-23,3355.81,1804.1,4609.64,1409.26,22228.56
2024-09-24,3403.28,1791.45,4660.58,1428.36,22315.29
2024-09-25,3306.26,1809.19,4568.7,1413.79,22115.94
2024-09-26,3229.8,1769.0,4521.19,1410.28,22176.12
2024-09-27,3170.06,1756.66,4513.4,1387.21,22000.95
2024-09-30,3166.57,1769.61,4588.31,1420.43,22120.35
2024-10-01,3281.3,1779.34,4664.72,1432.68,22269.23
2024-10-02,3257.79,1783.44,4658.08,1435.32,22196.69
2024-10-03,3343.07,1821.73,4625.3,1453.45,22551.51
2024-10-04,3336.86,1794.66,4726.4,1471.83,22331.74
2024-10-07,3422.54,1815.07,4773.22,1506.6,22528.84
2024-10-08,3429.37,1790.53,4884.65,1501.4,22539.41
2024-10-09,3397.38,1688.58,4798.32,1469.26,22103.49
2024-10-10,3477.86,1684.34,4766.05,1465.33,22174.69
2024-10-11,3476.75,1736.49,4793.37,1472.01,22449.73
2024-10-14,3630.22,1778.17,4858.76,1499.22,23012.36
2024-10-15,3651.4,1764.05,4867.48,1516.34,23075.58
2024-10-16,3614.7,1768.38,4804.1,1497.02,22936.06
2024-10-17,3597.72,1788.92,4806.06,1489.94,22923.33
2024-10-18,3622.43,1797.27,4854.69,1495.41,22983.96
2024-10-21,3657.07,1791.36,4875.73,1492.51,22832.69
2024-10-22,3702.9,1732.05,4771.15,1466.34,22746.16
2024-10-23,3805.42,1750.36,4825.72,1489.75,23067.39
2024-10-24,3764.19,1768.76,4841.78,1493.56,23187.65
2024-10-25,3748.11,1764.72,4798.22,1464.26,23259.41
2024-10-28,3710.52,1750.04,4739.1,1452.1,23026.06
2024-10-29,3829.38,1768.91,4800.31,1463.71,23256.48
2024-10-30,3741.12,1729.72,4775.78,1461.11,22854.3
2024-10-31,3588.5,1699.77,4780.05,1438.49,22486.85
2024-11-01,3528.84,1665.13,4927.51,1486.86,22399.52
2024-11-04,3643.36,1692.59,4939.81,1503.36,22610.07
2024-11-05,3668.2,1682.42,4886.38,1513.81,22339.94
2024-11-06,3660.67,1650.06,4908.74,1512.49,22296.4
2024-11-07,3707.77,1620.93,4851.27,1475.9,22038.42
2024-11-08,3772.35,1614.87,4875.4,1470.84,22053.13
2024-11-11,3707.31,1631.66,4798.12,1437.65,22263.07
2024-11-12,3692.79,1655.65,4820.56,1441.25,22341.52
2024-11-13,3689.42,1668.12,4861.0,1445.56,22511.12
2024-11-14,3693.01,1643.19,4851.2,1459.72,22607.69
2024-11-15,3719.89,1652.48,4833.94,1466.07,22708.25
2024-11-18,3655.52,1641.24,4847.29,1484.65,22678.41
2024-11-19,3626.06,1636.52,4835.61,1454.91,22565.4
2024-11-20,3544.1,1642.11,4789.85,1448.43,22274.95
2024-11-21,3565.18,1640.71,4722.99,1441.45,22406.59
2024-11-22,3575.6,1647.83,4748.27,1436.69,22353.16
2024-11-25,3634.25,1691.7,4784.37,1457.94,22679.88
2024-11-26,3691.22,1726.16,4865.35,1480.06,22990.93
2024-11-27,3662.19,1701.68,4869.35,1505.27,22683.19
2024-11-28,3598.92,1689.43,4861.95,1511.02,22677.5
2024-11-29,3585.13,1657.38,4869.4,1519.08,22646.0
2024-12-02,3616.79,1660.72,4806.49,1513.74,22649.37
2024-12-03,3460.94,1625.8,4737.96,1488.3,22263.84
2024-12-04,3430.67,1586.27,4721.16,1455.54,22141.32
2024-12-05,3432.53,1573.76,4695.35,1439.53,22028.63
2024-12-06,3449.61,1601.88,4766.53,1490.34,22318.56
2024-12-09,3446.47,1618.39,4659.64,1459.06,22193.21
2024-12-10,3337.73,1623.13,4622.99,1446.27,22114.26
2024-12-11,3303.63,1601.52,4654.83,1471.7,22048.0
2024-12-12,3222.95,1575.34,4613.9,1454.68,21862.71
2024-12-13,3229.92,1556.31,4629.74,1456.41,21640.6
2024-12-16,3106.03,1548.78,4688.53,1460.26,21368.28
2024-12-17,3046.67,1523.94,4604.32,1440.84,21072.16
2024-12-18,3033.85,1512.33,4585.53,1459.47,21103.46
2024-12-19,3053.27,1538.81,4604.36,1483.36,21447.06
2024-12-20,3032.23,1583.35,4677.23,1510.6,21641.33
2024-12-23,3006.02,1589.72,4706.0,1518.65,21606.3
2024-12-24,3016.58,1572.29,4728.26,1546.0,21610.74
2024-12-25,3027.61,1575.01,4707.9,1493.58,21576.9
2024-12-26,3015.19,1605.87,4702.66,1487.48,21414.13
2024-12-27,2860.83,1570.26,4624.95,1449.91,20946.61
2024-12-30,2847.33,1593.09,4634.39,1451.04,20897.73
2024-12-31,2853.73,1612.02,4636.97,1444.01,20901.89
2025-01-01,2885.43,1611.15,4673.83,1446.79,21034.84
2025-01-02,2876.12,1585.81,4501.7,1403.15,20780.98
2025-01-03,2829.24,1614.29,4488.3,1406.58,20722.11
2025-01-06,2815.61,1602.4,4444.19,1377.87,20584.8
2025-01-07,2710.74,1575.63,4338.24,1336.66,20212.91
2025-01-08,2835.23,1575.34,4386.83,1371.68,20451.49
2025-01-09,2819.38,1558.24,4526.18,1416.47,20528.63
2025-01-10,2805.82,1568.95,4613.39,1423.13,20637.47
2025-01-13,2831.42,1594.2,4640.82,1439.23,20745.5
2025-01-14,2888.74,1637.73,4536.82,1433.25,21075.28
2025-01-15,2902.94,1670.08,4572.97,1435.66,21209.6
2025-01-16,2912.35,1696.37,4581.92,1454.99,21328.57
2025-01-17,2968.52,1695.57,4535.07,1439.16,21343.23
2025-01-20,2912.65,1713.55,4564.55,1453.35,21353.57
2025-01-21,3036.98,1723.26,4592.67,1465.56,21746.7
2025-01-22,3029.44,1681.47,4616.38,1462.18,21630.0
2025-01-23,3030.05,1663.6,4665.66,1493.71,21584.41
2025-01-24,2960.67,1678.43,4658.4,1481.87,21371.01
2025-01-27,2948.55,1680.5,4661.37,1496.54,21394.08
2025-01-28,3003.4,1692.13,4668.2,1471.25,21162.95
2025-01-29,3045.5,1684.13,4636.97,1454.24,21175.78
2025-01-30,3052.38,1694.1,4617.35,1440.16,21248.25
2025-01-31,3058.16,1682.16,4565.59,1405.69,21726.06
2025-02-03,3028.52,1677.93,4654.79,1405.16,21722.28
2025-02-04,3081.36,1648.48,4613.95,1376.23,21673.25
2025-02-05,2991.24,1616.06,4458.91,1343.22,21269.18
2025-02-06,3027.95,1651.04,4453.61,1340.51,21387.12
2025-02-07,2919.42,1619.15,4410.75,1339.28,21208.53
2025-02-10,2993.29,1627.13,4393.67,1359.3,21280.14
2025-02-11,3037.09,1614.31,4366.3,1332.15,21188.95
2025-02-12,3062.34,1626.12,4358.57,1339.26,21469.31
2025-02-13,3032.85,1600.64,4299.97,1325.62,21256.08
2025-02-14,3057.71,1568.62,4311.32,1315.51,21358.63
2025-02-17,3042.09,1593.84,4268.7,1301.65,21330.38
2025-02-18,3062.13,1580.63,4255.81,1295.7,21274.27
2025-02-19,3029.78,1589.7,4350.18,1312.82,21330.23
2025-02-20,2962.55,1561.42,4392.17,1299.47,21125.59
2025-02-21,2952.46,1590.76,4290.79,1263.07,21058.98
2025-02-24,2986.35,1617.81,4362.65,1276.19,20953.33
2025-02-25,3077.26,1638.22,4405.67,1275.14,21189.07
2025-02-26,3030.21,1600.23,4337.38,1245.24,20820.99
2025-02-27,2926.4,1579.86,4215.94,1213.43,20483.87
2025-02-28,2942.83,1563.12,4247.61,1228.43,20561.17
2025-03-03,2939.02,1575.97,4247.8,1228.56,20594.1
2025-03-04,2952.1,1580.97,4234.49,1179.77,20482.86
2025-03-05,2991.16,1550.5,4172.24,1162.29,20267.61
2025-03-06,2985.42,1586.69,4214.2,1175.99,20111.98
2025-03-07,2940.95,1581.71,4191.69,1173.44,20152.95
2025-03-10,2901.55,1565.83,4225.04,1176.41,20163.43
2025-03-11,2916.31,1545.2,4276.27,1201.5,20636.96
2025-03-12,2903.53,1581.66,4297.88,1215.64,20681.59
2025-03-13,2923.52,1586.28,4288.09,1214.15,20662.0
2025-03-14,2898.14,1592.39,4359.61,1227.65,20765.66
2025-03-17,2907.65,1644.04,4345.81,1225.15,20911.36
2025-03-18,2947.17,1656.36,4416.71,1234.97,21110.09
2025-03-19,3051.93,1714.27,4542.59,1263.57,21653.01
2025-03-20,3194.33,1734.54,4495.32,1272.7,22053.16
2025-03-21,3109.52,1742.73,4464.78,1263.34,22038.63
2025-03-24,3058.28,1748.71,4392.38,1233.69,21765.68
2025-03-25,3025.87,1777.03,4371.04,1234.11,21803.78
2025-03-26,3003.96,1769.78,4365.75,1263.22,21774.23
2025-03-27,2933.43,1773.76,4369.35,1267.33,21617.93
2025-03-28,2923.45,1791.7,4344.93,1238.76,21558.2
2025-03-31,2911.88,1798.79,4296.53,1210.48,21498.86
2025-04-01,2912.15,1744.28,4245.68,1209.66,21326.52
2025-04-02,2886.91,1742.65,4204.2,1209.03,21148.98
2025-04-03,2889.28,1775.54,4223.43,1315.09,21014.79
2025-04-04,2884.35,1853.73,4291.51,1348.72,21288.74
2025-04-07,2916.47,1840.58,4196.75,1322.39,21211.85
2025-04-08,2887.35,1806.88,4093.3,1283.41,20967.86
2025-04-09,2824.87,1775.16,4100.13,1263.58,20755.7
2025-04-10,2802.5,1711.62,4136.89,1261.56,20547.47
2025-04-11,2773.15,1686.01,4046.61,1238.23,20431.28
2025-04-14,2707.92,1619.69,3872.55,1192.61,20037.61
2025-04-15,2710.28,1665.14,3900.6,1198.66,20390.01
2025-04-16,2715.03,1659.68,3944.77,1220.36,20478.9
2025-04-17,2621.32,1648.93,3858.34,1192.47,20282.65
2025-04-18,2654.1,1634.41,3842.74,1193.01,20112.23
2025-04-21,2660.65,1654.18,3854.47,1226.06,20268.46
2025-04-22,2680.35,1667.66,3863.96,1235.89,20410.4
2025-04-23,2689.71,1673.16,3958.55,1265.78,20491.92
2025-04-24,2681.82,1688.09,3923.61,1255.02,20287.19
2025-04-25,2681.1,1665.17,4001.46,1285.23,20556.09
2025-04-28,2677.55,1614.1,3926.78,1247.77,20229.89
2025-04-29,2703.94,1616.59,3941.83,1228.53,20333.82
2025-04-30,2766.61,1630.39,4027.77,1253.91,20516.05
2025-05-01,2743.7,1620.62,4023.98,1243.76,20349.17
2025-05-02,2747.64,1646.32,3969.06,1233.75,20410.23
2025-05-05,2739.83,1662.97,3993.94,1250.99,20412.95
2025-05-06,2709.6,1672.46,3957.19,1237.41,20283.06
